comapnyName,datePublished,ratingValue,reviewBody
Udemy,2022-12-28T13:56:27.000Z,1,"Ordered a course as a gift. They never sent the link to the recipient. Contacted them on the website, no reply. Contacted them via twitter, no reply. Contacted them via Instagram, no reply. Nothing more than  online fraud, taking my money and then providing no service, and then absolutely no customer service. It says everything that the first link on the help page is how to get a refund. Avoid at all costs"
Udemy,2023-01-24T01:17:35.000Z,1,Poor interface. Becomes dodgy when it comes to payments with trial versions.
Udemy,2023-01-20T14:09:27.000Z,1,FRAUD !!! no trust Udemy !!Fraud !!! 30 days no money back !! no refund ! don't trust Udemy !!!
Udemy,2023-01-05T22:44:31.000Z,1,"Signed up for free course, cancelled subscription online next day so well within cancellation period, they confirmed by email that was cancelled but still took money, waiting refund! Reported to bank for fraud use."
Udemy,2023-01-11T18:45:42.000Z,1,Udemy recommended me a Google ads course as top seller I bought but when I started learning it came as disaster all old outdated stuff. Wasted my money
Udemy,2022-12-14T19:25:29.000Z,1,"The videos play only 50% of time on mobile phone (all other video services work fine on this phone but not udemy). After 1-2 videos you get this mystic ""Video  error"" and the videos won't play. I have seen it now about 200 times during 3 weeks! I just spent 250 € my own money on their courses, my plan was to watch them during commuting to work, but this did not work. Udemy, you let me down. You have not answered to my help desk messge 3 weeks ago. Get your s**t working, please!!"
Udemy,2022-12-26T08:47:11.000Z,1,"Never again. Sheer incompetence from their support team, and the audacity to require that the customer do the work for them. I purchased a gift for my sister to be delivered by email on 12.25. The gift was not delivered, and customer service said they cannot send her the gift because she does not have an account with them. They should have told me that at the time I purchased the gift. But no. Instead, they tell me to do all the work. If they cannot accommodate gifting of their products, so be it, but they shouldn't put the burden of this onto the consumer.  Their online chat person, Ned, was virtually useless. Stay away from this backwards company that does not care about the consumer."
Udemy,2022-12-19T17:32:52.000Z,1,"I do not recommend UDemy whatsoever. I took a ""Proofreading & Editing"" course. It claimed to take four hours so I thought ""Great! A professional course with professional terminology"". Nope. Everything that was taught could be gone through within 20 minutes max and also its pretty much what you learn when you went to mandatory schooling.Here is a direct quote from Udemy: ""I'd like to clarify that Udemy is not an accredited institution.""So there. If you want to be certified or get a diploma in ANYTHING, do not use Udemy. The Proofreading & Editing ""course"" that I took was an absolute scam."
Udemy,2023-01-20T14:04:35.000Z,1,Fraud !!! 30 days no money back !! no refund ! don't trust Udemy !!!
Udemy,2022-11-25T07:48:35.000Z,1,"If you're a course creator, my advice would be: avoid this place! I created a free course and decided to change it to paid, but a few weeks later, when I tried to switch back to making it free, I couldn't: they'd changed the rules! Now Udemy makes 10 bucks every time they sell one of my courses, I get like 1.50$."
Udemy,2022-11-16T22:56:19.000Z,2,"There are good courses, but…..the pricing for the same course varies ridiculously between 30 and 130$ from one minute to the next and back again which I consider scam…they recently blocked the possibility to make screenshots which is so annoying, dumb and unfriendly towards learners… I found no way of getting into direct contact with supportI‘ll look for alternatives, so sad, because I‘ve had really good courses."
Udemy,2022-11-27T09:13:06.000Z,1,"Their refund policy sucks! If you request your refund it will be directed to Udemy Credit and not on your original payment method. During refund process, THERE IS NO OPTION TO SELECT IF UDEMY CREDIT OR ORIGINAL PAYMENT METHOD! Waste of time and money"
Udemy,2022-10-22T22:08:28.000Z,1,"Tech support seem to have only made it out of elementary tech school. Repeatedly provided relevant information, they repeatedly ask me for it again and again.  Good news: I couldn't get past the signup screen. At this point, in the time expended (losing $$$), I would rather pay much more for a program that is solid, informative, and at my level. What a waste of time."
Udemy,2022-10-31T05:46:23.000Z,1,"I signed up for a 7 day free trial - didn't like it and cancelled on the last day of the trial.I was charged the $29.99 so enquired why, they said i cancelled after the cutoff. I had not been charged for the next month, I cancelled and confirmed free trial cancelled yet they charged - and as per requirements to law wouldn't refund unused portion of the pre-paid amount (which was the entire thing). It's not the money it's the fact that these companies think they can hide behind not having to follow legal requirements."
Udemy,2022-10-28T02:12:40.000Z,1,"I spent two years developing a course. Yesterday I got $1.14 for a new student and today, nothing for another new student. No matter how I price my course, Udemy ignore this and simply pays me cents for my hard work. This is either deliberate corporate theft or a 'simple computer glitch'. Be warned!UPDATE! Since complaining to Udemy and lodging this review my sales have stopped completely! Retaliation? Coincidence?"
Udemy,2023-01-02T18:52:19.000Z,1,DO NOT BUY. Your gift will not be sent. No customer service. They will take your money and leave you out to dry
Udemy,2022-10-04T23:20:05.000Z,2,"Be careful when purchasing courses.   Prices will increase quickly...they call it dynamic pricing, however, support cannot tell you how it works.    I personally saw the price of course increase in minutes from one user to another.   Unacceptable!    Set the price and set it for everyone....stop increasing prices as you see more people looking at the course or putting the course in their cart.   Completely shady and a lack of integrity."
Udemy,2022-11-23T20:11:54.000Z,1,"Very strange things going on with how they price their courses. Basically, they will put up fake exaggerated prices of multiple times the real price, pretending that there is a giant promotion and you're getting an 85% discount or whatever. Lies. They then proudly claim that the courses can be refunded within 30 days, which is NOT HONORED! If you read the fine print, they can deny the refund if  ""a significant portion of the course has been consumed or downloaded"". What is ""a significant portion""? Whatever the hell they decide. Hence you can NEVER be safe to get your money back as promised, and you should CERTAINLY not make the mistake of going through a ""significant"" part of the course before demanding a refund."
Udemy,2022-10-04T02:57:21.000Z,2,"The courses are ok, but if you have credit, they will not refund you. Even if you closed your account. I had 124$ in credit and they said they cannot refund that. Even though it's unused. Pretty much steals your money, don't put money for cheaply made courses that can be found on YouTube for free, because they will steal your money"
Udemy,2022-10-08T23:45:40.000Z,1,"You can find better courses for free on youtube instead of paying overpriced courses here!!!! I asked for a refund and instead of refunding into my debit card, they gave me udemy points which is not real money and can only use it on their website. Don't make the same mistake I made, avoid this website!"
Udemy,2022-09-02T19:57:25.000Z,1,"When Udemy suspended my account without notice, warning or explanation, I immediately sent them a letter asking for reason with the request to restore my account. I have been watching tutorials for work and I have spent legitimate money for those. Today has been a week of waiting, and I still get no real response. I am beyond upset. Never in my life have I experienced customer support this atrocious!"
Udemy,2022-09-24T08:20:00.000Z,1,"I enrolled in a certificate course by an instructor that calls himself AIGPE or Advanced Innovation Group Pro Excellence. At the end I discovered I had to give him (a person I do not know and probably is in India) a lot of personal information so he could make my certificate. Ever since my mailbox is flooded with all kind of money scams. My personal data seems to now be circulating in many shady networks. I contacted Udemy to complain, but no action was taken. I think they are just happy they sell courses. Be careful."
Udemy,2022-09-06T12:53:17.000Z,1,"Don't trust them that they will return your money back if refund is requested and approved... I had troubles with the course I purchased and the system which were not soled, that is why I requested a refund which they approved. However, 30 days passed, I still haven't received my money back and noone answers to my emails. This is such a bad service..."
Udemy,2022-08-17T02:28:58.000Z,1,"Udemy used to be good. Recently, they are letting incompetent instructors to offer courses on their website. It appears, that these ""Instructors"" are posturing as instructors without any knowledge of the subject matter, copying and pasting programming code from Git Hub.I have been taking courses on Udemy for some time. Of late, the whole thing seems to be a fraud!!"
Udemy,2022-08-10T15:05:23.000Z,1,"I bought a product from Udemy on last August 5th. On the second login I did, I got a message saying my account was blocked withou a given reason.Imediatelly I've sent an email and received an automatic email and until today, I've got absolutely nothing from them. I can't understand how a company like this could have clients. They are unrespecful and they robber my money!"
Udemy,2022-09-21T19:07:38.000Z,5,"I have completed a few specific courses and I am very satisfied with the teachers and content. I have not encountered any problems so far. You get what you pay for. If you want college credit, go to a local college. My main reason for enrolling is to further my own knowledge."
Udemy,2022-09-26T04:09:33.000Z,1,"I wrote a detailed explanation on my blog (mindfuel dot blog, search for ""Udemy""). I have emails documenting that they are actively using malware to force their client's display hardware to fail intentionally when connected via USB. That's wrong on so many levels."
Udemy,2022-08-22T11:36:21.000Z,2,"Even before I could start the course I wanted I almost got scammed. When I was browsing for courses the site indicated that there was a special offer on basically every course. However when I went to checkout and signed up, all of a sudden it was gone even though it said there was still five hours left on the special offers. Because od this I almost payed 84 euros for a course instead of 15. I can't help but think this was intentional because as soon as I made an account the offers were gone."
Udemy,2022-09-30T08:44:22.000Z,1,"Keep clear of this company. If you are thinking of spending any money with them, first email a question to there support email . Then you will see what they are like. To help you judge their interest in you as a customer their email is instructorsupport@"
Udemy,2022-07-25T16:58:42.000Z,1,"I just want an account and pay for a corporate subscription for 30 employees myself, why do I need your calls and meetings? Why do I need your presentations? Has the e-learning become so complicated that without the help of a consultant, I won’t be able to pay or choose a lesson myself?I asked two times just to give access... they continue to offer me meetings."
Udemy,2022-08-17T18:37:19.000Z,1,You are cheating people with no refunds at the first time with giving udemy credits when nobody wants them. Not giving a chance to leave the service even they want it - as the credits are real money - you dont want to refund it.Both courses didnt be finish and i am gonna report accordingly.SCAMMERS!
Udemy,2022-07-07T20:35:47.000Z,1,"Paid lots of money, but getting nothing.No access, because their passwords need changing after (presumably) losing all our personal data, but they don’t give an option to update your password!!Also, NO SUPPORT to help you (unless you can log in. Lol)Just wasted an hour now chasing different support avenues and nothing. Go elsewhere, or just set fire to your cash. Quicker, easier way to burn money."
Udemy,2022-06-28T15:00:42.000Z,1,"£40 wasted on a course that was well below basic. I wouldn't ever use this platform as a student again, maybe as a tutor as you could make a fortune selling utter rubbish on there. I tried to get gift credit as it was a course purchased as a gift, but they didn't want to refund it as it was over 30 days, even though I redeemed the gift that day. Would not recommend it, you can go on YouTube and get a lot better stuff for free."
Udemy,2022-06-26T13:47:11.000Z,1,Bought a course that is 13 hours long. I've given myself three days to complete it. I'm barely a quarter of the way through on day three as there video player keeps stopping and wont refresh. Deleting cache will bring the video back temporarily but every time I try to code along with the video using Codepen the video stops. I've used  Udemy previously with no problems but this recent experience has me annoyed and is wasting time I can't afford to lose.
Udemy,2022-11-17T15:09:08.000Z,5,"Excelent platform and a good source of learning and information.I've studied several languages and also some IT courses on Udemy, it's a good setup and learning platform."
Udemy,2022-05-11T11:16:26.000Z,1,"Really bad company in terms of support, it blocks automatic accounts just because yes, doesn't return the value of purchased courses meantime, obliges to create a diferent account, even proving the account is mine they don't unblock or merge accounts, doesn't allow to change the currency...all pay webservices allow they issue some fiscal reasons so lame service"
Udemy,2022-06-15T07:59:38.000Z,1,"I found a course on their site, 'how to start an onlyfans business, so I decided to create a course myself 'how to get to the top 1%, because we are. After filming for 1 month and editing etc... they turned around and said its an inapporpriate subject!!! WTFFFFFFFFFF your loss, I have found something much better now"
Udemy,2022-04-23T13:13:55.165Z,1,"Fraud Company Sucking Blood From It's Instructors. I a instructor At Udemy They Blocked My Id Without Any Reason, I have filed complain to udemy against this but they are not giving any valid Reason. Its My original content and They Blocked my Account, they are not giving any Specific Reason For Blocking my account. My Complain ID Is: ID7140476. They Still Not Giving Any Response, It's More Than A Week Now."
Udemy,2022-09-04T12:40:17.000Z,1,"I have written a course for Udemy as I kept seeing bloggers saying how profitable writing a course is, and I must say that getting $3.45 per student is not something that I would consider profitable. Udemy takes over 80% of the profit. I have been with Udemy since March 2022 and it is not getting any better.  I would NOT recommend to waste your time writing a course and post it on Udemy - they make money on your work and give you peanuts which is not fair. I have no idea where the bloggers got their information of how much money you can make, but they are obviously misinforming anyone that is looking into creating courses."
Udemy,2022-05-28T02:00:39.000Z,1,"I paid for a course on udemy and even downloaded course videos on my app, only to check again the next day and find it missing from my account and also all the downloads completely cleared off, only to contact support and be told to make the purchase again, even after providing all necessary information and receipt of payment"
Udemy,2022-04-24T11:16:01.574Z,1,"I was trying to contact Udemy to get a proper invoicing for my expenses, there is apparently no way to contact their team from their website. Neither there is a way to edit my billing info so I could get the proper invoice I need. Their ""contact us"" page is ridiculous: There is any kind of silly stuff there but no contact forms nor any contact info available. Absolutely silly. This is not at all how a good company should work."
Udemy,2022-05-20T22:20:39.000Z,1,Have had my account blocked with over €60 worth of credits due to requesting a refund on a course (have requested refunds in the past) with no warning or any email from them saying that I’ve requested too many refunds. Asked about the credits and have been told that there is nothing they can do and their decision is final. Courses & instructors are very good on the site but their policy of locking an account without warning and holding credits in an account ransom is unacceptable.
Udemy,2022-07-22T22:42:43.000Z,1,I bought a course and a few days later my account was suspended for no reason. I tried contacting support and nothing happened since. I am very disappointed as I am never going back there again. And I am still waiting for my money back or access to the course I bought.
Udemy,2022-04-22T12:43:56.038Z,1,Are you kidding me? Who runs this company!! Who is responsible for this mess of a company? Someone who comes along and offers the same product with better support will put these people out of business in a matter of days! Worst support I have ever received in my life and I run a multi-million dollar software company myself. It takes a lot for me to leave a bad review with my name and mugshot and these people checked all the boxes to get me motivated enough to write this.
Udemy,2022-07-02T18:55:15.000Z,5,"Took the course and I had absolutely no problem. There is also an option to leave bookmarks inside the video, that's amazing! If you are new to Udemy and desiring to buy or list a course, simply read up their terms and conditions and play by the rules and you will be fine."
Udemy,2022-11-26T13:21:54.000Z,4,"Good courses, not the best for specific subjects but overall are well organized. 1 star less for the permanent promotion, it is an annoying strategy"
Udemy,2022-07-25T23:16:27.000Z,5,"I bought two course, the first one a fitness trainer course and the second one is a diet nutritionist. i just finished the first one and received my certificate instantly. i am really impressed with the layout it and the teacher of the different course."
Udemy,2022-03-01T19:05:39.000Z,1,"Fraudulent company, no way of contacting them. I enrolled on a course for one day and used about 30 mins before the sound went. I asked for a refund which Udemy stated was offered before 30 days.  I had an email saying I could get credit for the amount when I wanted a refund. The credits are not even showing on the account. NEVER AGAIN!"
Udemy,2022-02-13T09:44:16.000Z,5,"From a course consumption perspective, I have found it to be great. Course quality varies as you'd expect, but is usually good to excellent, the pricing is very very competitive which is no doubt what draws most learners like me to this platform. Great resource for me and used successfully by many of my colleagues in my company as well."
Udemy,2022-04-23T05:49:57.528Z,2,Price hikes and a refusal to accept coupons via the appSo tired of the daft price hikes - that's what loyalty and time spent using the site has gained me Udemy please move all of the courses i paid for to my e mail address drive being available to you on the site.I tried a second e mail address to pay for courses using the same card to bypass the ever increasing price hikes without successUdemy get your staff to move my courses to either my google drive or kajabi appor refund me in full for all courses undertaken.
Udemy,2022-02-27T16:34:51.000Z,1,"I usually dont leave reviews unless the place is great, or I genuinely think the company is predatory to a point where I have to question the morality of some policies.""O. Rivera"" was my technical support agent, and upon requesting a refund stated that it WAS NOT POSSIBLE.But an email later said it would be possible, only if they were legally obligated to. Which ??? How can you say its not possible then only deliver under threat of law?Very lame, very corporate. Do not buy a UDEMY subscription."
Udemy,2022-05-20T12:41:32.000Z,1,"The support service is extremely inefficient. I have been 4 months waiting for them to fix a payment issue on their platform that prevents me to buy courses. Still no solution from them, they just keep asking me to try with another card (i tried 4 already, different banks)."
Udemy,2021-12-22T14:45:11.000Z,1,"having bought courses i then contracted covid and was unable to start anything at all, now after a couple of months of recovery i am started to get into the courses. However, just issue after issue after issue. Certificates will not generate or down load, half way through courses and suddenly their site stops working and serving the videos for a course, honestly save your self the frustration and your money and look else where. Thoroughly dissapointing experience."
Udemy,2021-10-02T20:15:05.000Z,1,"There is nowhere to make a technical query or raise an issue. Everything leads back to the 'Help' section which is a cheap afterthought likely written by a 1st-year intern. The courses are great once you find an instructor you can work with but Udemy itself seems to think it's too big to talk to customers now. @Udemy, you're not Google yet. Pull your head out of the cloud and talk to your customers when they want you!"
Udemy,2021-09-26T05:31:48.000Z,1,"Bought courses that included examprep with qustionairs. Udemy suddenly removed all examprep material from all the courses. I paid for these courses but they removed it. I did not get a refund or any varning. Udemy sold me several courses that they suddenly removed with no varning. In udemy you pay for courses, but udemy remove the courses when they feel like it!! Horrible support to!!"
Udemy,2022-06-07T12:19:13.000Z,2,Absolute joke ! DO NOT WASTE YOUR MONEY THE CERTIFICATES YOU RECEIVE YOU CANT EVEN USE LEGALLY AS MOST ARENT EVEN CPD REGISTERED WASTED SO MUCH TIME AND MONEY ON SOME COURSES ON HERE TO NOT EVEN GET A CERTIFICATES that’s approved to use in a job or business !
Udemy,2021-10-24T13:38:11.000Z,1,"Paid £90+ for a couse that turned out to be someone sitting in their appartment reading a badly written ""manuel"" I immediately looked for a refund and was told that it would be processed shortly. I was then told that the money had been refunded ... in ""credits"".In other words once they have your money they won't be paying it back despite claims to the contrary and postings on their site. There is No email address, no service support and no comeback."
Udemy,2022-01-09T03:23:44.000Z,5,"I have a lot of different courses on Udemy. Most are really good. There are some that are lacking for some reason or another. But, overall  I found a great deal of great content. Most of the courses range around 15 dollars when they are on sales(which is most of the time). If the price is $200 just wait a week or so it will go on sale. It better then paying $60 on amazon for a book that way outdated. Most people update their couses on a regular basis. Plus, they have access to all the content in their site."
Udemy,2021-06-30T21:46:38.000Z,5,I couldn't be happier with the courses and customer service from Udemy.comI had an issue recently with a duplicate account and needed a merge done it was handled so well by a lovely technical support person called Chris. I was really stressed about not being able to access my courses and probably a bit snappy and Chris was so patient and understanding and resolved the issue so fast! Amazing service!
Udemy,2022-11-07T12:14:03.000Z,1,"Paid for the personal plan, the system wouldn't let me attend any courses on the plan. Tech support offers no help at all and just offers boilerplate responses."
Udemy,2021-07-17T09:14:31.000Z,1,"Against better knowledge, I decided to try to book another course with Udemy as the course I was going for had up-to-date reviews (especially concerning the response proclivities of the course leader). It was advertised for a price of 19.99 when I had found it, and then, as soon as I tried to buy it it had jumped to GBP 59.99. Yeah, sorry, that is not happening."
Udemy,2021-07-06T07:14:40.000Z,1,"USELESS!!!You can't even log in.They have such stupid security measure that you're being locked out of your own account.""YOUR ACCOUNT IS IN SAFE MODE.RESET PASSWORD"" and after you reset the password you get the same message again and again and again and...This shi*ty security policy makes the platform useless, unusable.What the hell am I suposed to do now?I can only login on the udemy app but I can't use my PC.Can't believe they never heard of 2FA."
Udemy,2021-06-26T16:25:51.000Z,1,"A scam of a learning experience! Unbelievable that the 30 day money back guarantees will only refund a certain number. If I had known I would not purchase this. The courses haven’t even been accessed. This is in violation of consumer rights and I feel disgusted thinking this company was legitimate before. Many of the courses themselves are of poor quality learning material that I have figured out more of myself, not of a professional quality and poorly delivered."
Udemy,2022-08-28T20:33:36.000Z,1,"I wanted to learn with them, but their courses are low quality, the authors are not real professionals, and many courses I followed were created by non-native English speakers, with accents from around the world, which makes them difficult to follow, and makes the comprehension of the material less useful, not to mention that some are ignorant in the thing they create and it becomes useless videos.For example, one Spanish author pronounces ""apache"" (the web server) as ""apak"", which is very annoying, anyone who really uses that server knows how to pronounce the name correctly, and naming it ""apak"" is just clear ignorance, I stopped and didn't finish the rest of the course.In short, try to avoid this site."
Udemy,2021-07-18T11:54:58.000Z,1,"Rabbish is another name for Udemy. The video bar keeps blinking, which is very distracting, and annoying, and they have not fixed it for more than a year now! Also I can not edit a question I asked, there is no 3 dots for questions in Q&A under courses, as its mentioned in their Support section. Instead they sit there, changing colors!!! Let alone that there is no customer service to contact and send feedback, and I should use this platform to share my feedback! Rabbish."
Udemy,2021-07-13T18:53:08.000Z,5,"I have found the Udemy courses really helpful for some of my Azure training and certifications.  Also, I like the fact that I bought a course and did not complete most of it for over a year, due to inertia on my part; and when I restarted I found the content had been updated, excellent!  The prices are good,  I've never needed/wanted to claim a refund so I can't comment on that side as I see some other reviews have highlighted.I do wish they had an Azure DP-300 course."
Udemy,2021-12-18T08:10:26.000Z,1,"I bought a course and completed it but no certificate was issued. Then I sent them a support request. They sent an automated email asking me to check the issue on my own.A few days later, they considered the issue solved and closed support ticket.My recommedation: Stay away from this company."
Udemy,2021-06-02T22:00:26.000Z,1,"I took a Udemy course a few weeks ago to learn Squarespace.""Create a website without writing code"". Invested 5 hours of my time and wrote 15 pages of notes. Guess what? That course was created for a former version of Squarespace and everything I learned is USELESS. They changed their interface to version 7.1 last year! Udemy should NOT still be offering this course nor accepting payment for this waste of time. And I cannot get a refund because I completed the course."
Udemy,2021-09-08T15:47:50.000Z,5,"I could not afford to pay for the original course to obtain the certificate from an instituion. I was told about Udemy and I found the needed course on Udemy and decided to try it out. I purchased a course presented by Asif Ahmed. It was a good course, giving me the essential knowledge I need to use the software."
Udemy,2022-04-16T09:12:46.000Z,3,"The courses are good and many (but not by them. So they don't really deserve the credit for that) but that's it.Safety isn't top-priority. It's 2022 and there's still no 2FA. Someone guesses your password, bye bye pricey courses.Also, the mobile app is worthless. Nothing more than a videoplayer with half baked useless features that annoys you daily with a notification to tell you there's a sale ending soon.Still.. There's a lot of choice in courses and if you use the (a little less secure) website then it's not all bad.. But there is definitely a LOT of room for improvement."
Udemy,2021-09-03T21:08:13.000Z,1,"After Corona , Udemy is useless .If you are instructor and will invest from your own money to create a course and publish it on Udemy , you will lose your money .After Corona , Udemy will not Market any new courses because there is low sales revenue of old companies at Udemy that market their courses at Udemy ."
Udemy,2021-10-05T13:12:26.000Z,1,I was user of Udemy courses from 2019. Was happy with the course content. But as Udemy expanded customer support became pathetic. Sometimes the courses are also bad. I had a wallet with udemy. I was Unhappy with the courses and asked for refund.They changed the refund policy and replied they cannot refund. In spite of repeated requests I did not get reply. I had a wallet with Udemy with money loaded in wallet. I requested to credit my money back. I have written 5 times over 6 months and I am yet to get reply
Udemy,2021-07-15T00:25:25.000Z,5,This is one of the best online courses platforms ever. It contains a lot of courses in every single field. Some of them offer certified certificates beside the certificate you get from the website itself. Prices are very cheap compared to other platforms. Also I found a lot of free courses there. I highly recommend it.
Udemy,2022-01-01T20:12:38.000Z,1,"I purchase 2 IT Recruiter courses. They were both so bad, I had to stop watching them after 30 minutes. They are so basic, and horribly uninformative. I complained but all they wanted to do is give me COURSE CREDIT> Save your money PLEASE  do not use them, They are honestly horrible"
Udemy,2021-07-12T23:59:56.000Z,1,"I took a class for $49.99, I missed the deadline to request a refund, because it wasn't what I have expected, Udemy.com refused to issue a refund or credit. After I completed the course, I received a request to retake the same course for $14.99. Udemy is engaging in price gouging. Their customer service is very poor."
Udemy,2022-03-23T01:32:17.000Z,1,"Paid for Autocad 2017 #1 and Autocad 2017 #2 and started lesson #1. Got an error message the course was no longer available, contact customer service. Wrote about the issue and nothing. Beware of this company ripping off customers on courses that aren't available."
Udemy,2021-06-18T17:44:58.000Z,1,"As others have said the pricing is a total scam. They advertise a course at a heavily reduced price but then you add it to your cart and find the price has jumped by 400% (make sure you check or you will be in for a shock bill).Basically if are already registered with them then you pay full price, new customers get the discount.Wouldn’t mind if they made this clear but they don’t, you see a reasonable price, add to cart and only at that point does the price rocket. A dishonest and untrustworthy practice."
Udemy,2021-08-23T15:07:32.000Z,4,"I have bought a couple of courses from udemy. They are great for getting general knowledge on a subject relatively quickly in a structured manner. If you want to get more in-depth knowledge though, I wouldn't recommend. The business model doesn't encourage really in-depth content, in my opinion."
Udemy,2021-06-05T21:18:13.000Z,5,Asif Ahmed's inventor knowledge is too good. It helped me to improve my work. So far I have acquired his 5 course and in future I may take more. His teaching technique and slowly teaching and explaining techniques are quite good to understand topic. I encourage other friends who wants to learn inventor.
Udemy,2021-06-22T13:51:35.000Z,1,I purchased 2 Courses with 30 days money back guarantee but when i did ask for a refund i was told that you can purchase another course but cant have your funds back in your original payment method as i did select the udemy credit....so be careful as there is no support or help by udemy afterwards.
Udemy,2021-07-06T09:49:04.000Z,1,"I’ve previously enjoyed some of the courses from Udemy. However a couple of weeks ago they took money from a course that they then didn’t deliver. They are being deliberately obtuse with trying to resolve the situation, repeatedly rejecting evidence of the purchase which I have gathered following their instructions. I don’t understand a business mode based on destroying customer trust. I had spent a lot of money with them, but never again. My advice is to seek alternative providers of training courses. There’s no shortage!"
Udemy,2022-09-15T06:38:12.000Z,1,"Bought 5 courses last month, account be suspended today without any reason and notice.Didn't share account.Didn't write a review.Pay $65 and got suspended without any reason and notice."
Udemy,2022-06-17T16:08:29.000Z,1,"Unfair revenue sharing with instructors,  every course Udemy's revenue is almost double of the instructors. Even getting most revenue from the instructors, Udemy does not defend the basic rights or dignity of the instructors."
